Feedback_ID,Complaint_Time_Approx,Text_Content,Simulated_NER_Bus_ID
900469,13-11-2025 11:57,Checked the app 3 times. Still no real-time update for Trip on R7C. Makes the whole system unreliable.,KA-01-AB-0101
900470,13-11-2025 13:53,Seriously no space to move from Marathahalli. Route R5A should not let in so many passengers.,KA-01-AB-0101
900471,13-11-2025 18:58,Bus KA-01-AB-0104 is off schedule by 31 mins near Koramangala. The schedule is a joke.,KA-01-AB-0104
900472,13-11-2025 08:28,The dirty floor is disgusting. Bus KA-01-AB-0105 needs maintenance asap.,KA-01-AB-0105
900473,13-11-2025 10:40,Seriously overcrowded from Shivaji_Nagar. Trip on R12B should not let in so many passengers.,KA-01-AB-0102
900474,13-11-2025 09:47,Bus KA-01-AB-0105 is off schedule by 41 mins near Whitefield. The schedule is a joke. \#Traffic,
900475,13-11-2025 18:43,Checked the app 3 times. Still app not working for Route R5A. Makes the whole system unreliable.,
900476,13-11-2025 13:20,Driver of KA-01-AB-0105 was aggressive when asked for the stop. Unprofessional behavior.,KA-01-AB-0105
900477,13-11-2025 14:34,Bus KA-01-AB-0102 is off schedule by 45 mins near Koramangala. The schedule is a joke.,KA-01-AB-0102
900478,13-11-2025 09:27,Seriously packed from Silk_Board. Route R5A should not let in so many passengers.,KA-01-AB-0104
900479,13-11-2025 13:29,Seriously full from Silk_Board. Route R7C should not let in so many passengers.,KA-01-AB-0105
900480,13-11-2025 13:27,Route R12B is took forever by 43 mins near MG_Road. The schedule is a joke.,
900481,13-11-2025 07:46,Route R7C is off schedule by 10 mins near MG_Road. The schedule is a joke. \#Traffic,KA-01-AB-0101
900482,13-11-2025 09:53,Excellent journey on Route R12B this morning. Everything was courteous.,
900483,13-11-2025 16:54,Checked the app 3 times. Still no real-time update for Route R5A. Makes the whole system unreliable.,KA-01-AB-0104
900484,13-11-2025 08:14,Driver of KA-01-AB-0104 was skipping stops when asked for the stop. Unprofessional behavior.,KA-01-AB-0104
900485,13-11-2025 18:30,Seriously packed from Silk_Board. Route R5A should not let in so many passengers.,KA-01-AB-0102
900486,13-11-2025 12:15,Excellent journey on Route R12B this morning. Everything was on time. \@Official,
900487,13-11-2025 13:50,Excellent journey on Route R12B this morning. Everything was on time.,
900488,13-11-2025 11:23,Route R12B is late by 38 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0104
900489,13-11-2025 08:25,Bus KA-01-AB-0104 is off schedule by 11 mins near Marathahalli. The schedule is a joke.,KA-01-AB-0104
900490,13-11-2025 08:46,Seriously packed from Silk_Board. Bus KA-01-AB-0103 should not let in so many passengers.,KA-01-AB-0103
900491,13-11-2025 15:25,Seriously no space to move from MG_Road. Bus KA-01-AB-0105 should not let in so many passengers.,
900492,13-11-2025 17:30,Seriously packed from Marathahalli. Trip on R12B should not let in so many passengers.,KA-01-AB-0101
900493,13-11-2025 18:50,Bus KA-01-AB-0104 is running behind by 15 mins near MG_Road. The schedule is a joke.,
900494,13-11-2025 17:08,Driver of KA-01-AB-0102 was rude when asked for the stop. Unprofessional behavior.,KA-01-AB-0102
900495,13-11-2025 15:58,Seriously overcrowded from Shivaji_Nagar. Route R7C should not let in so many passengers.,KA-01-AB-0103
900496,13-11-2025 14:46,Route R5A is took forever by 27 mins near Silk_Board. The schedule is a joke.,KA-01-AB-0101
900497,13-11-2025 17:37,Driver of KA-01-AB-0103 was not helpful when asked for the stop. Unprofessional behavior.,
900498,13-11-2025 08:22,Checked the app 3 times. Still no real-time update for Route R5A. Makes the whole system unreliable.,KA-01-AB-0103
900499,13-11-2025 13:53,Route R12B is took forever by 43 mins near MG_Road. The schedule is a joke. \@Official,
